tab	specimens
specimen	experiments	sample	dir_alpha95	dir_comp	dir_dec	dir_inc	dir_n_comps	dir_n_measurements	dir_tilt_correction	dir_dang	dir_mad_free	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	analysts	instrument_codes	software_packages	int_corr	citations	method_codes	result_quality	volume	weight	location	site
CF-82a	CF-82a_LP-DIR-T	CF-82		ht	301.1	36.7	1	3	0	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:22:27	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-82a	CF-82a_LP-DIR-T	CF-82		ht	188.3	49.8	1	3	-1	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:22:27	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-82a		CF-82										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-83a	CF-83a_LP-DIR-T	CF-83		ht	292.0	43.1	1	3	100	0.0	10.6	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:23:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-83a	CF-83a_LP-DIR-T	CF-83		ht	298.5	36.8	1	3	0	0.0	10.6	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:23:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-83a	CF-83a_LP-DIR-T	CF-83		ht	141.7	49.4	1	3	-1	0.0	10.6	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:23:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-83a		CF-83										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-84a	CF-84a_LP-DIR-T	CF-84		ht	297.8	53.9	1	3	100	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:28:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-84a		CF-84										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-84a	CF-84a_LP-DIR-T	CF-84		ht	306.3	46.7	1	3	0	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:28:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-84a	CF-84a_LP-DIR-T	CF-84		ht	148.8	66.9	1	3	-1	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:28:25	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-85a	CF-85a_LP-DIR-T	CF-85		ht	291.9	31.8	1	3	0	0.0	2.8	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:29:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-85a		CF-85										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-85a	CF-85a_LP-DIR-T	CF-85		ht	286.1	37.2	1	3	100	0.0	2.8	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:29:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-85a	CF-85a_LP-DIR-T	CF-85		ht	167.3	66.5	1	3	-1	0.0	2.8	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:29:58	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-86a		CF-86										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-86a	CF-86a_LP-DIR-T	CF-86		ht	170.7	71.4	1	3	-1	0.0	1.8	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:31:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-86a	CF-86a_LP-DIR-T	CF-86		ht	292.1	35.4	1	3	0	0.0	1.8	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:31:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-86a	CF-86a_LP-DIR-T	CF-86		ht	285.5	40.7	1	3	100	0.0	1.8	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:31:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-87a	CF-87a_LP-DIR-T	CF-87		ht	134.9	65.0	1	3	-1	0.0	5.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:33:08	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-87a	CF-87a_LP-DIR-T	CF-87		ht	294.5	37.1	1	3	0	0.0	5.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:33:08	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-87a	CF-87a_LP-DIR-T	CF-87		ht	287.6	42.8	1	3	100	0.0	5.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:33:08	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-87a		CF-87										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-88a		CF-88										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-88a	CF-88a_LP-DIR-T	CF-88		ht	124.1	68.0	1	3	-1	0.0	0.8	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:34:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-88a	CF-88a_LP-DIR-T	CF-88		ht	293.9	31.9	1	3	0	0.0	0.8	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:34:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-88a	CF-88a_LP-DIR-T	CF-88		ht	288.2	37.6	1	3	100	0.0	0.8	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:34:48	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-89a		CF-89										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-89a		CF-89										Sedimentary	Sediment Layer	Siltstone:Sandstone													Cut Face Creek	CF
CF-8a		CF-8										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-8a	CF-8a_LP-DIR-T	CF-8		ht	288.7	28.0	1	3	0	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:02:15	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-8a	CF-8a_LP-DIR-T	CF-8		ht	272.1	28.3	1	3	-1	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:02:15	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-8a	CF-8a_LP-DIR-T	CF-8		ht	283.6	33.0	1	3	100	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:02:15	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-90a		CF-90										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-90a	CF-90a_LP-DIR-T	CF-90		ht	287.8	38.3	1	3	100	0.0	1.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:38:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-90a	CF-90a_LP-DIR-T	CF-90		ht	293.7	32.7	1	3	0	0.0	1.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:38:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-90a	CF-90a_LP-DIR-T	CF-90		ht	130.9	58.3	1	3	-1	0.0	1.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:38:13	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-91a	CF-91a_LP-DIR-T	CF-91		ht	123.5	22.8	1	3	-1	0.0	2.8	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:39:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-91a		CF-91										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-91a	CF-91a_LP-DIR-T	CF-91		ht	294.6	34.7	1	3	0	0.0	2.8	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:39:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-91a	CF-91a_LP-DIR-T	CF-91		ht	288.3	40.4	1	3	100	0.0	2.8	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:39:53	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-92a		CF-92										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-92a	CF-92a_LP-DIR-T	CF-92		ht	129.9	68.6	1	3	-1	0.0	1.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:41:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-92a	CF-92a_LP-DIR-T	CF-92		ht	280.7	39.2	1	3	0	0.0	1.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:41:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-92a	CF-92a_LP-DIR-T	CF-92		ht	272.6	42.6	1	3	100	0.0	1.7	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:41:31	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-93a	CF-93a_LP-DIR-T	CF-93		ht	292.1	28.9	1	3	100	0.0	3.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:43:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-93a	CF-93a_LP-DIR-T	CF-93		ht	296.0	22.8	1	3	0	0.0	3.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:43:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-93a		CF-93										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-93a	CF-93a_LP-DIR-T	CF-93		ht	140.8	56.1	1	3	-1	0.0	3.3	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:43:05	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-94a		CF-94										Sedimentary	Sediment Layer	Siltstone:Sandstone													Cut Face Creek	CF
CF-94a	CF-94a_LP-DIR-T	CF-94		ht	152.3	49.9	1	3	-1	0.0	1.9				933	873	K		hargrave 2020-12-19 20:10:51	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-94a	CF-94a_LP-DIR-T	CF-94		ht	295.2	31.9	1	3	0	0.0	1.9				933	873	K		hargrave 2020-12-19 20:10:51	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-94a		CF-94										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-94a	CF-94a_LP-DIR-T	CF-94		ht	289.5	37.8	1	3	100	0.0	1.9				933	873	K		hargrave 2020-12-19 20:10:51	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-96a	CF-96a_LP-DIR-T	CF-96		ht	283.5	32.0	1	3	0	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:48:16	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-96a	CF-96a_LP-DIR-T	CF-96		ht	178.3	61.9	1	3	-1	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:48:16	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-96a	CF-96a_LP-DIR-T	CF-96		ht	277.3	36.1	1	3	100	0.0	2.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:48:16	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-96a		CF-96										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-97a	CF-97a_LP-DIR-T	CF-97		ht	124.5	65.4	1	3	-1	0.0	0.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:49:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-97a	CF-97a_LP-DIR-T	CF-97		ht	291.7	18.3	1	3	0	0.0	0.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:49:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-97a	CF-97a_LP-DIR-T	CF-97		ht	288.5	23.9	1	3	100	0.0	0.9	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:49:57	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-97a		CF-97										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-98a	CF-98a_LP-DIR-T	CF-98		ht	303.0	26.1	1	3	0	0.0	1.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:51:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-98a	CF-98a_LP-DIR-T	CF-98		ht	316.9	72.1	1	3	-1	0.0	1.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:51:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-98a		CF-98										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-98a	CF-98a_LP-DIR-T	CF-98		ht	298.9	33.1	1	3	100	0.0	1.5	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-12-19 19:51:42	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-99a	CF-99a_LP-DIR-T	CF-99		ht	283.1	42.6	1	3	100	0.0	3.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-04 17:44:01	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
CF-99a	CF-99a_LP-DIR-T	CF-99		ht	290.4	37.6	1	3	0	0.0	3.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-04 17:44:01	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-99a		CF-99										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-99a	CF-99a_LP-DIR-T	CF-99		ht	117.0	40.4	1	3	-1	0.0	3.0	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2021-02-04 17:44:01	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-9a		CF-9										Sedimentary	Sediment Layer	Siltstone:Sandstone				James Pierce				This study	LP-NOMAG				Cut Face Creek	CF
CF-9a	CF-9a_LP-DIR-T	CF-9		ht	291.4	30.8	1	3	0	0.0	2.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:03:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g			Cut Face Creek	CF
CF-9a	CF-9a_LP-DIR-T	CF-9		ht	194.8	-11.7	1	3	-1	0.0	2.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:03:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR	g			Cut Face Creek	CF
CF-9a	CF-9a_LP-DIR-T	CF-9		ht	285.8	36.1	1	3	100	0.0	2.2	Sedimentary	Sediment Layer	Siltstone:Sandstone	933	873	K		hargrave 2020-10-16 17:03:44	pmagpy-4.2.24-1: demag_gui	u	This study	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g			Cut Face Creek	CF
